Clavage	N	Type	abundance	subject_id
True	219	D left	20	IGHD3-9
True	219	D right	20	IGHD3-9
True	219	J	20	IGHJ6
False	220	V	9	IGHV3-23
True	220	D left	9	IGHD6-19
False	220	D right	9	IGHD6-19
False	220	J	9	IGHJ4
True	221	V	29	IGHV4-34
True	221	D left	29	IGHD6-6
False	221	D right	29	IGHD6-6
True	221	J	29	IGHJ4
True	222	V	51	IGHV5-51
False	222	D left	51	IGHD6-19
True	222	D right	51	IGHD6-19
True	222	J	51	IGHJ4
True	223	V	22	IGHV1-46
True	223	D left	22	IGHD2-21
True	223	D right	22	IGHD2-21
True	223	J	22	IGHJ4
False	224	V	43	IGHV1-18
True	224	D left	43	IGHD6-13
True	224	D right	43	IGHD6-13
True	224	J	43	IGHJ5
True	225	V	38	IGHV4-34
True	225	D left	38	IGHD3-3
True	225	D right	38	IGHD3-3
False	226	V	287	IGHV4-34
True	226	D left	287	IGHD2-21
True	226	D right	287	IGHD2-21
True	226	J	287	IGHJ4
True	227	V	37	IGHV4-4
True	227	D left	37	IGHD6-19
True	227	D right	37	IGHD6-19
True	227	J	37	IGHJ5
True	228	V	263	IGHV4-30-4
True	228	D left	263	IGHD5-24
True	228	D right	263	IGHD5-24
False	228	J	263	IGHJ5
True	229	V	152	IGHV4-39
True	229	D left	152	IGHD6-25
True	229	D right	152	IGHD6-25
True	229	J	152	IGHJ4
True	230	V	17	IGHV5-51
True	230	D left	17	IGHD3-9
True	230	D right	17	IGHD3-9
True	230	J	17	IGHJ4
True	231	V	43	IGHV1-46
True	231	D left	43	IGHD3-3
True	231	D right	43	IGHD3-3
True	231	J	43	IGHJ6
True	232	V	32	IGHV3-21
True	232	D left	32	IGHD1-20
False	232	D right	32	IGHD1-20
True	232	J	32	IGHJ6
False	233	V	37	IGHV1-2
True	233	D left	37	IGHD1-26
True	233	D right	37	IGHD1-26
True	233	J	37	IGHJ4
True	234	V	16	IGHV4-b
True	234	D left	16	IGHD4-23
True	234	D right	16	IGHD4-23
False	234	J	16	IGHJ4
True	235	V	144	IGHV3-7
True	235	D left	144	IGHD2-15
True	235	D right	144	IGHD2-15
True	235	J	144	IGHJ3
True	236	V	47	IGHV4-b
True	236	D left	47	IGHD6-13
True	236	D right	47	IGHD6-13
True	236	J	47	IGHJ5
False	237	V	34	IGHV3-66
True	237	D left	34	IGHD3-10
True	237	D right	34	IGHD3-10
True	237	J	34	IGHJ4
True	238	V	93	IGHV3-11
True	238	D left	93	IGHD6-25
True	238	D right	93	IGHD6-25
True	238	J	93	IGHJ5
True	239	V	35	IGHV3-48
True	239	D left	35	IGHD3/OR15-3b
True	239	D right	35	IGHD3/OR15-3b
True	239	J	35	IGHJ6
True	240	V	19	IGHV3-53
True	240	D left	19	IGHD4/OR15-4b
True	240	D right	19	IGHD4/OR15-4b
True	240	J	19	IGHJ4
False	241	V	1324	IGHV4-b
True	241	D left	1324	IGHD2-15
True	241	D right	1324	IGHD2-15
False	242	V	18	IGHV1-69
True	242	D left	18	IGHD2-2
True	242	D right	18	IGHD2-2
True	242	J	18	IGHJ4
False	243	V	23	IGHV1-3
True	243	D left	23	IGHD6-19
True	243	D right	23	IGHD6-19
False	243	J	23	IGHJ4
True	244	V	44	IGHV3-23
True	244	D left	44	IGHD3-3
False	244	D right	44	IGHD3-3
True	244	J	44	IGHJ6
True	245	V	11	IGHV3-64
False	245	D left	11	IGHD4-11
True	245	D right	11	IGHD4-11
True	245	J	11	IGHJ4
False	246	V	47	IGHV3-23
False	246	J	47	IGHJ1
False	247	V	10	IGHV4-39
True	247	D left	10	IGHD3-16
True	247	D right	10	IGHD3-16
True	247	J	10	IGHJ4
True	248	V	33	IGHV4-39
True	248	J	33	IGHJ6
True	249	V	38	IGHV3-48
True	249	D left	38	IGHD2-21
True	249	D right	38	IGHD2-21
True	249	J	38	IGHJ6
True	250	V	264	IGHV3-74
True	250	D left	264	IGHD4-23
True	250	D right	264	IGHD4-23
True	250	J	264	IGHJ5
False	251	V	22	IGHV3-20
True	251	D left	22	IGHD6-19
False	251	D right	22	IGHD6-19
True	251	J	22	IGHJ5
False	252	V	57	IGHV1-24
True	252	D left	57	IGHD6-19
True	252	D right	57	IGHD6-19
False	253	V	10	IGHV6-1
True	253	D left	10	IGHD1-26
True	253	D right	10	IGHD1-26
True	253	J	10	IGHJ6
False	254	V	36	IGHV4-39
False	254	D left	36	IGHD5-24
True	254	D right	36	IGHD5-24
True	254	J	36	IGHJ4
True	255	V	11	IGHV3-48
True	255	D left	11	IGHD2-8
True	255	D right	11	IGHD2-8
True	255	J	11	IGHJ4
True	256	V	20	IGHV4-34
True	256	D left	20	IGHD3-22
True	256	D right	20	IGHD3-22
False	256	J	20	IGHJ4
True	257	V	206	IGHV1-69
True	257	D left	206	IGHD5-5
True	257	D right	206	IGHD5-5
True	257	J	206	IGHJ5
False	258	V	24	IGHV4-34
True	258	D left	24	IGHD1-26
True	258	D right	24	IGHD1-26
True	258	J	24	IGHJ4
False	259	V	31	IGHV1-18
True	259	D left	31	IGHD2-2
True	259	D right	31	IGHD2-2
True	259	J	31	IGHJ5
True	260	V	72	IGHV4-34
True	260	D left	72	IGHD2-15
True	260	D right	72	IGHD2-15
True	260	J	72	IGHJ5
True	261	V	23	IGHV4-b
True	261	D left	23	IGHD3-22
True	261	D right	23	IGHD3-22
True	261	J	23	IGHJ6
True	262	V	316	IGHV3-15
True	262	D left	316	IGHD6-19
True	262	D right	316	IGHD6-19
True	262	J	316	IGHJ4
False	263	V	234	IGHV4-34
True	263	D left	234	IGHD1-7
False	263	D right	234	IGHD1-7
True	263	J	234	IGHJ6
True	264	V	30	IGHV3-21
True	264	D left	30	IGHD4-17
True	264	D right	30	IGHD4-17
True	264	J	30	IGHJ4
True	265	V	42	IGHV3-23
True	265	D left	42	IGHD4-17
False	265	D right	42	IGHD4-17
True	265	J	42	IGHJ2
True	266	V	24	IGHV4-30-2
True	266	D left	24	IGHD2-15
True	266	D right	24	IGHD2-15
True	266	J	24	IGHJ4
True	267	V	37	IGHV5-51
True	267	D left	37	IGHD6-19
True	267	D right	37	IGHD6-19
True	267	J	37	IGHJ4
False	268	V	528	IGHV3-11
True	268	D left	528	IGHD3-10
True	268	D right	528	IGHD3-10
True	268	J	528	IGHJ5
True	269	V	35	IGHV1-3
True	269	D left	35	IGHD3-10
True	269	D right	35	IGHD3-10
True	269	J	35	IGHJ6
False	270	V	22	IGHV4-b
True	270	D left	22	IGHD4-17
False	270	D right	22	IGHD4-17
True	270	J	22	IGHJ5
True	271	V	18	IGHV4-30-4
True	271	D left	18	IGHD6-6
True	271	D right	18	IGHD6-6
False	271	J	18	IGHJ4
True	272	V	97	IGHV4-34
True	272	D left	97	IGHD2/OR15-2b
True	272	D right	97	IGHD2/OR15-2b
True	272	J	97	IGHJ6
False	273	V	17	IGHV3-23
True	273	D left	17	IGHD6-13
True	273	D right	17	IGHD6-13
True	273	J	17	IGHJ5
False	274	V	32	IGHV3-72
True	274	D left	32	IGHD6-19
True	274	D right	32	IGHD6-19
True	274	J	32	IGHJ6
True	275	V	41	IGHV1-18
True	275	D left	41	IGHD2/OR15-2b
True	275	D right	41	IGHD2/OR15-2b
False	275	J	41	IGHJ4
True	276	V	57	IGHV4-30-4
True	276	D left	57	IGHD6-13
True	276	D right	57	IGHD6-13
True	276	J	57	IGHJ5
True	277	V	32	IGHV4-39
True	277	D left	32	IGHD5-12
True	277	D right	32	IGHD5-12
True	277	J	32	IGHJ4
False	278	V	100	IGHV4-39
True	278	D left	100	IGHD6-19
True	278	D right	100	IGHD6-19
True	278	J	100	IGHJ6
True	279	V	12	IGHV3-48
True	279	D left	12	IGHD2-21
True	279	D right	12	IGHD2-21
True	279	J	12	IGHJ6
True	280	V	65	IGHV1-46
True	280	D left	65	IGHD6-6
True	280	D right	65	IGHD6-6
False	280	J	65	IGHJ5
True	281	V	37	IGHV3-53
True	281	D left	37	IGHD1-26
True	281	D right	37	IGHD1-26
True	281	J	37	IGHJ5
False	282	V	159	IGHV4-34
True	282	J	159	IGHJ6
True	283	V	41	IGHV2-5
True	283	D left	41	IGHD1-26
True	283	D right	41	IGHD1-26
True	283	J	41	IGHJ4
True	284	V	18	IGHV3-43
True	284	D left	18	IGHD3-10
True	284	D right	18	IGHD3-10
True	284	J	18	IGHJ4
True	285	V	358	IGHV1-3
True	285	D left	358	IGHD2-8
True	285	D right	358	IGHD2-8
True	285	J	358	IGHJ4
True	286	V	23	IGHV1-2
True	286	D left	23	IGHD3-16
True	286	D right	23	IGHD3-16
True	286	J	23	IGHJ5
False	287	V	44	IGHV3-21
True	287	D left	44	IGHD3-10
True	287	D right	44	IGHD3-10
True	287	J	44	IGHJ6
True	288	V	7	IGHV3-73
True	288	D left	7	IGHD4-17
False	288	D right	7	IGHD4-17
True	288	J	7	IGHJ4
True	289	V	89	IGHV4-39
True	289	D left	89	IGHD4-11
True	289	D right	89	IGHD4-11
True	289	J	89	IGHJ5
False	290	V	6	IGHV3-23
True	290	D left	6	IGHD5-24
True	290	D right	6	IGHD5-24
True	290	J	6	IGHJ4
False	291	V	159	IGHV1-46
True	291	D left	159	IGHD5-24
True	291	D right	159	IGHD5-24
True	291	J	159	IGHJ4
True	292	V	547	IGHV1-18
True	292	D left	547	IGHD6-19
True	292	D right	547	IGHD6-19
True	292	J	547	IGHJ4
True	293	V	14	IGHV3-43
True	293	D left	14	IGHD5-24
False	293	D right	14	IGHD5-24
True	293	J	14	IGHJ4
True	294	V	38	IGHV6-1
False	294	D left	38	IGHD7-27
True	294	D right	38	IGHD7-27
True	294	J	38	IGHJ5
True	295	V	30	IGHV3-23
True	295	D left	30	IGHD5-5
True	295	D right	30	IGHD5-5
True	295	J	30	IGHJ4
True	296	V	225	IGHV3-7
True	296	D left	225	IGHD2-8
True	296	D right	225	IGHD2-8
True	297	V	189	IGHV3-7
True	297	D left	189	IGHD3-16
True	297	D right	189	IGHD3-16
True	297	J	189	IGHJ5
True	298	V	91	IGHV1-69
True	298	D left	91	IGHD3-3
False	298	D right	91	IGHD3-3
True	298	J	91	IGHJ6
False	299	V	19	IGHV3-30
True	299	D left	19	IGHD3-22
True	299	D right	19	IGHD3-22
True	299	J	19	IGHJ4
True	300	V	13	IGHV4-39
True	300	D left	13	IGHD1-26
True	300	D right	13	IGHD1-26
True	300	J	13	IGHJ4
False	301	V	61	IGHV5-51
True	301	D left	61	IGHD3-3
True	301	D right	61	IGHD3-3
True	301	J	61	IGHJ6
False	302	V	18	IGHV3-74
True	302	D left	18	IGHD3-10
True	302	D right	18	IGHD3-10
True	302	J	18	IGHJ4
False	303	V	150	IGHV3-30
False	303	D left	150	IGHD3-10
True	303	D right	150	IGHD3-10
True	303	J	150	IGHJ4
True	304	V	70	IGHV6-1
True	304	D left	70	IGHD6-19
True	304	D right	70	IGHD6-19
True	304	J	70	IGHJ4
True	305	V	42	IGHV4-34
True	305	D left	42	IGHD6-13
True	305	D right	42	IGHD6-13
False	305	J	42	IGHJ4
True	306	V	120	IGHV3-72
True	306	D left	120	IGHD3-16
True	306	D right	120	IGHD3-16
True	306	J	120	IGHJ4
True	307	V	26	IGHV1-46
True	307	D left	26	IGHD2-2
True	307	D right	26	IGHD2-2
True	307	J	26	IGHJ4
False	308	V	25	IGHV4-34
True	308	D left	25	IGHD3-10
True	308	D right	25	IGHD3-10
True	308	J	25	IGHJ4
True	309	V	47	IGHV3-23
True	309	D left	47	IGHD6-13
True	309	D right	47	IGHD6-13
True	309	J	47	IGHJ2
True	310	V	15	IGHV5-51
True	310	D left	15	IGHD5-24
True	310	D right	15	IGHD5-24
True	310	J	15	IGHJ6
True	311	V	12	IGHV4-34
True	311	D left	12	IGHD1-1
False	311	D right	12	IGHD1-1
True	311	J	12	IGHJ4
False	312	V	21	IGHV5-51
True	312	D left	21	IGHD2/OR15-2b
True	312	D right	21	IGHD2/OR15-2b
True	312	J	21	IGHJ6
True	313	V	16	IGHV3-72
True	313	D left	16	IGHD1/OR15-1b
True	313	D right	16	IGHD1/OR15-1b
True	313	J	16	IGHJ4
True	314	V	47	IGHV1-2
False	314	D left	47	IGHD6-6
True	314	D right	47	IGHD6-6
True	314	J	47	IGHJ4
True	315	V	64	IGHV4-34
True	315	D left	64	IGHD2-15
True	315	D right	64	IGHD2-15
False	315	J	64	IGHJ4
True	316	V	7	IGHV1-24
True	316	D left	7	IGHD6-13
False	316	D right	7	IGHD6-13
True	316	J	7	IGHJ6
True	317	V	711	IGHV4-b
True	317	D left	711	IGHD2-2
True	317	D right	711	IGHD2-2
False	317	J	711	IGHJ4
True	318	V	15	IGHV3-23
True	318	D left	15	IGHD3-9
True	318	D right	15	IGHD3-9
True	318	J	15	IGHJ4
True	319	V	13	IGHV3-48
True	319	D left	13	IGHD5-12
False	319	D right	13	IGHD5-12
True	319	J	13	IGHJ6
False	320	V	20	IGHV4-34
True	320	D left	20	IGHD3-3
True	320	D right	20	IGHD3-3
True	320	J	20	IGHJ4
True	321	V	25	IGHV1-3
True	321	D left	25	IGHD3-16
True	321	D right	25	IGHD3-16
False	321	J	25	IGHJ4
False	322	V	464	IGHV3-7
True	322	D left	464	IGHD3-3
True	322	D right	464	IGHD3-3
True	322	J	464	IGHJ4
False	323	V	9	IGHV4-39
True	323	D left	9	IGHD3-16
True	323	D right	9	IGHD3-16
True	323	J	9	IGHJ4
True	324	V	44	IGHV3-72
True	324	D left	44	IGHD3-22
True	324	D right	44	IGHD3-22
True	324	J	44	IGHJ5
False	325	V	48	IGHV1-24
True	325	D left	48	IGHD5-12
True	325	D right	48	IGHD5-12
True	325	J	48	IGHJ6
True	326	V	438	IGHV3-74
True	326	D left	438	IGHD4-23
True	326	D right	438	IGHD4-23
True	327	V	20	IGHV1-46
False	327	D left	20	IGHD7-27
False	327	D right	20	IGHD7-27
True	327	J	20	IGHJ4
False	328	V	52	IGHV4-39
True	328	D left	52	IGHD1-26
True	328	D right	52	IGHD1-26
True	328	J	52	IGHJ5
False	329	V	24	IGHV4-39
True	329	D left	24	IGHD3-10
True	329	D right	24	IGHD3-10
True	329	J	24	IGHJ6
False	330	V	81	IGHV4-4
True	330	D left	81	IGHD6-19
True	330	D right	81	IGHD6-19
True	330	J	81	IGHJ2
False	331	V	11	IGHV4-34
True	331	D left	11	IGHD3-10
True	331	D right	11	IGHD3-10
True	331	J	11	IGHJ6
True	332	V	500	IGHV1-24
True	332	D left	500	IGHD2-2
True	332	D right	500	IGHD2-2
True	333	V	526	IGHV6-1
True	333	D left	526	IGHD3-16
True	333	D right	526	IGHD3-16
True	333	J	526	IGHJ4
False	334	V	25	IGHV1-69
False	334	D left	25	IGHD5-5
True	334	D right	25	IGHD5-5
True	334	J	25	IGHJ6
True	335	V	35	IGHV3-23
True	335	D left	35	IGHD2-8
True	335	D right	35	IGHD2-8
True	335	J	35	IGHJ4
True	336	V	69	IGHV2-5
True	336	D left	69	IGHD3-22
True	336	D right	69	IGHD3-22
True	336	J	69	IGHJ4
True	337	V	433	IGHV3-48
True	337	D left	433	IGHD2-21
True	337	D right	433	IGHD2-21
False	338	V	24	IGHV5-51
True	338	D left	24	IGHD6-19
True	338	D right	24	IGHD6-19
True	338	J	24	IGHJ4
True	339	V	51	IGHV4-34
True	339	D left	51	IGHD1-20
False	339	D right	51	IGHD1-20
False	339	J	51	IGHJ2
True	340	V	57	IGHV4-39
True	340	D left	57	IGHD3-22
True	340	D right	57	IGHD3-22
True	340	J	57	IGHJ5
True	341	V	14	IGHV3-11
False	341	D left	14	IGHD6-19
True	341	D right	14	IGHD6-19
False	341	J	14	IGHJ5
False	342	V	30	IGHV3-66
True	342	D left	30	IGHD3-10
False	342	D right	30	IGHD3-10
False	342	J	30	IGHJ5
True	343	V	24	IGHV4-34
True	343	D left	24	IGHD3-3
True	343	D right	24	IGHD3-3
False	343	J	24	IGHJ4
True	344	V	192	IGHV3-48
True	344	D left	192	IGHD2-21
True	344	D right	192	IGHD2-21
True	344	J	192	IGHJ6
True	345	V	11	IGHV5-51
False	345	D left	11	IGHD3-22
True	345	D right	11	IGHD3-22
True	345	J	11	IGHJ5
True	346	V	169	IGHV4-34
True	346	D left	169	IGHD2-21
True	346	D right	169	IGHD2-21
True	346	J	169	IGHJ4
False	347	V	35	IGHV3-21
True	347	D left	35	IGHD6-13
False	347	D right	35	IGHD6-13
True	347	J	35	IGHJ5
True	348	V	485	IGHV4-4
True	348	D left	485	IGHD7-27
False	348	D right	485	IGHD7-27
True	349	V	87	IGHV4-39
True	349	D left	87	IGHD4-11
False	349	D right	87	IGHD4-11
True	349	J	87	IGHJ6
True	350	V	74	IGHV1-69
True	350	D left	74	IGHD1-26
True	350	D right	74	IGHD1-26
True	350	J	74	IGHJ4
True	351	V	393	IGHV6-1
True	351	D left	393	IGHD6-19
True	351	D right	393	IGHD6-19
True	351	J	393	IGHJ4
False	352	V	10	IGHV3-66
True	352	D left	10	IGHD3-3
True	352	D right	10	IGHD3-3
True	352	J	10	IGHJ6
False	353	V	17	IGHV3-33
True	353	D left	17	IGHD6-19
False	353	D right	17	IGHD6-19
True	353	J	17	IGHJ4
True	354	V	97	IGHV4-34
True	354	D left	97	IGHD3-3
True	354	D right	97	IGHD3-3
True	354	J	97	IGHJ6
True	355	V	99	IGHV3-48
True	355	D left	99	IGHD3-3
True	355	D right	99	IGHD3-3
True	355	J	99	IGHJ1
False	356	V	7	IGHV4-30-2
True	356	D left	7	IGHD3-16
True	356	D right	7	IGHD3-16
True	356	J	7	IGHJ4
True	357	V	24	IGHV3-21
True	357	D left	24	IGHD3-3
True	357	D right	24	IGHD3-3
True	357	J	24	IGHJ6
True	358	V	20	IGHV1-69
True	358	D left	20	IGHD2-15
True	358	D right	20	IGHD2-15
True	358	J	20	IGHJ4
True	359	V	26	IGHV4-34
True	359	D left	26	IGHD3-16
True	359	D right	26	IGHD3-16
True	359	J	26	IGHJ4
False	360	V	327	IGHV1-2
True	360	D left	327	IGHD3-22
False	360	D right	327	IGHD3-22
True	360	J	327	IGHJ6
False	361	V	16	IGHV3-30-3
True	361	D left	16	IGHD3-22
True	361	D right	16	IGHD3-22
True	361	J	16	IGHJ6
False	362	V	16	IGHV3-15
True	362	D left	16	IGHD1-14
True	362	D right	16	IGHD1-14
True	362	J	16	IGHJ4
True	363	V	97	IGHV3-30
True	363	D left	97	IGHD3-22
True	363	D right	97	IGHD3-22
True	364	V	29	IGHV4-59
True	364	D left	29	IGHD3-22
True	364	D right	29	IGHD3-22
True	364	J	29	IGHJ1
True	365	V	213	IGHV5-a
True	365	D left	213	IGHD2-2
True	365	D right	213	IGHD2-2
True	365	J	213	IGHJ5
True	366	V	225	IGHV3-74
True	366	D left	225	IGHD3-3
True	366	D right	225	IGHD3-3
True	367	V	53	IGHV1-2
True	367	D left	53	IGHD6-13
True	367	D right	53	IGHD6-13
False	367	J	53	IGHJ5
False	368	V	12	IGHV3-7
True	368	D left	12	IGHD1-1
True	368	D right	12	IGHD1-1
True	368	J	12	IGHJ4
True	369	V	39	IGHV1-24
True	369	D left	39	IGHD6-6
True	369	D right	39	IGHD6-6
True	369	J	39	IGHJ5
True	370	V	460	IGHV2-5
True	370	D left	460	IGHD1/OR15-1b
False	370	D right	460	IGHD1/OR15-1b
True	371	V	174	IGHV3-21
True	371	D left	174	IGHD4-23
True	371	D right	174	IGHD4-23
True	371	J	174	IGHJ6
True	372	V	43	IGHV4-34
True	372	D left	43	IGHD3-10
True	372	D right	43	IGHD3-10
True	372	J	43	IGHJ5
False	373	V	68	IGHV1-2
True	373	D left	68	IGHD2-2
True	373	D right	68	IGHD2-2
True	373	J	68	IGHJ5
True	374	V	17	IGHV4-4
True	374	J	17	IGHJ2
True	375	V	92	IGHV3-48
True	375	D left	92	IGHD2-21
True	375	D right	92	IGHD2-21
False	376	V	42	IGHV3-33
True	376	D left	42	IGHD4-17
True	376	D right	42	IGHD4-17
True	376	J	42	IGHJ4
True	377	V	584	IGHV1-18
True	378	V	13	IGHV3-23
True	378	D left	13	IGHD5-24
True	378	D right	13	IGHD5-24
True	378	J	13	IGHJ4
False	379	V	492	IGHV3-66
True	379	D left	492	IGHD6-13
True	379	D right	492	IGHD6-13
True	379	J	492	IGHJ6
False	380	V	29	IGHV1-46
True	380	D left	29	IGHD2-2
True	380	D right	29	IGHD2-2
True	380	J	29	IGHJ6
True	381	V	5	IGHV3-23
True	381	D left	5	IGHD6-13
True	381	D right	5	IGHD6-13
True	381	J	5	IGHJ6
False	382	V	527	IGHV4-34
True	382	D left	527	IGHD5-5
True	382	D right	527	IGHD5-5
False	383	V	22	IGHV3-30-3
True	383	D left	22	IGHD6-19
True	383	D right	22	IGHD6-19
True	383	J	22	IGHJ4
True	384	V	257	IGHV1-18
True	384	D left	257	IGHD1-26
True	384	D right	257	IGHD1-26
True	384	J	257	IGHJ4
True	385	V	43	IGHV3-23
True	385	D left	43	IGHD5-24
True	385	D right	43	IGHD5-24
True	385	J	43	IGHJ4
True	386	V	60	IGHV1-18
False	386	D left	60	IGHD3-3
True	386	D right	60	IGHD3-3
True	386	J	60	IGHJ5
True	387	V	57	IGHV4-34
True	387	D left	57	IGHD6-19
True	387	D right	57	IGHD6-19
True	387	J	57	IGHJ4
False	388	V	48	IGHV3-23
True	388	D left	48	IGHD3-9
True	388	D right	48	IGHD3-9
True	388	J	48	IGHJ4
True	389	V	198	IGHV4-b
True	389	D left	198	IGHD2-15
False	389	D right	198	IGHD2-15
False	389	J	198	IGHJ5
True	390	V	21	IGHV3-23
True	390	D left	21	IGHD3-16
True	390	D right	21	IGHD3-16
True	390	J	21	IGHJ4
False	391	V	27	IGHV3-30-3
True	391	D left	27	IGHD3-22
True	391	D right	27	IGHD3-22
True	391	J	27	IGHJ4
False	392	V	27	IGHV3-30-3
True	392	D left	27	IGHD3-3
True	392	D right	27	IGHD3-3
True	392	J	27	IGHJ6
True	393	V	160	IGHV3-23
True	393	D left	160	IGHD6-6
False	393	D right	160	IGHD6-6
True	393	J	160	IGHJ4
False	394	V	55	IGHV4-34
True	394	D left	55	IGHD1-26
True	394	D right	55	IGHD1-26
True	394	J	55	IGHJ5
False	395	V	14	IGHV4-39
True	395	D left	14	IGHD3-22
True	395	D right	14	IGHD3-22
True	395	J	14	IGHJ5
True	396	V	16	IGHV1-69
True	396	D left	16	IGHD4-17
True	396	D right	16	IGHD4-17
True	396	J	16	IGHJ5
False	397	V	9	IGHV5-51
True	397	D left	9	IGHD1-7
True	397	D right	9	IGHD1-7
True	397	J	9	IGHJ6
False	398	V	204	IGHV3-23
True	398	D left	204	IGHD3-3
True	398	D right	204	IGHD3-3
True	398	J	204	IGHJ5
True	399	V	36	IGHV1-69
True	399	D left	36	IGHD3-3
True	399	D right	36	IGHD3-3
True	399	J	36	IGHJ6
True	400	V	10	IGHV3-7
True	400	D left	10	IGHD6-6
True	400	D right	10	IGHD6-6
True	400	J	10	IGHJ4
True	401	V	15	IGHV4-39
True	401	D left	15	IGHD2-15
True	401	D right	15	IGHD2-15
True	401	J	15	IGHJ4
True	402	V	18	IGHV3-49
True	402	D left	18	IGHD3-3
True	402	D right	18	IGHD3-3
True	402	J	18	IGHJ4
True	403	V	27	IGHV3-30
True	403	D left	27	IGHD3-10
True	403	D right	27	IGHD3-10
True	403	J	27	IGHJ4
True	404	V	67	IGHV5-51
True	404	D left	67	IGHD3-22
True	404	D right	67	IGHD3-22
True	404	J	67	IGHJ4
False	405	V	50	IGHV1-18
True	405	D left	50	IGHD2-2
False	405	D right	50	IGHD2-2
True	405	J	50	IGHJ6
True	406	V	14	IGHV4-59
True	406	D left	14	IGHD6-19
True	406	D right	14	IGHD6-19
True	406	J	14	IGHJ5
True	407	V	13	IGHV3-23
True	407	D left	13	IGHD5-5
True	407	D right	13	IGHD5-5
True	407	J	13	IGHJ5
False	408	V	33	IGHV3-43
True	408	D left	33	IGHD5-12
True	408	D right	33	IGHD5-12
True	408	J	33	IGHJ6
False	409	V	11	IGHV1-46
True	409	D left	11	IGHD3-10
True	409	D right	11	IGHD3-10
True	409	J	11	IGHJ4
True	410	V	96	IGHV1-69
True	410	D left	96	IGHD2-2
True	410	D right	96	IGHD2-2
True	410	J	96	IGHJ5
True	411	V	18	IGHV3-53
False	411	D left	18	IGHD3-3
True	411	D right	18	IGHD3-3
True	411	J	18	IGHJ6
True	412	V	29	IGHV4-59
True	412	D left	29	IGHD1-26
True	412	D right	29	IGHD1-26
True	412	J	29	IGHJ4
False	413	V	84	IGHV1-69
True	413	D left	84	IGHD4-11
False	413	D right	84	IGHD4-11
True	413	J	84	IGHJ6
False	414	V	64	IGHV3-64D
True	414	D left	64	IGHD3-3
True	414	D right	64	IGHD3-3
True	414	J	64	IGHJ6
True	415	V	307	IGHV1-18
True	415	D left	307	IGHD1-26
True	415	D right	307	IGHD1-26
True	415	J	307	IGHJ4
True	416	V	61	IGHV3-30-3
True	416	D left	61	IGHD2-2
True	416	D right	61	IGHD2-2
True	416	J	61	IGHJ6
True	417	V	50	IGHV1-69
True	417	D left	50	IGHD1-26
True	417	D right	50	IGHD1-26
True	417	J	50	IGHJ5
True	418	V	13	IGHV3-23
True	418	D left	13	IGHD3-22
True	418	D right	13	IGHD3-22
True	418	J	13	IGHJ2
False	419	V	24	IGHV4-34
True	419	D left	24	IGHD6-19
False	419	D right	24	IGHD6-19
True	419	J	24	IGHJ5
False	420	V	437	IGHV4-39
True	420	J	437	IGHJ4
False	421	V	144	IGHV3-21
True	421	D left	144	IGHD4-17
True	421	D right	144	IGHD4-17
True	421	J	144	IGHJ5
True	422	V	708	IGHV4-34
True	422	D left	708	IGHD6-19
True	422	D right	708	IGHD6-19
True	422	J	708	IGHJ4
False	423	V	18	IGHV4-39
True	423	D left	18	IGHD1-26
True	423	D right	18	IGHD1-26
False	423	J	18	IGHJ4
True	424	V	22	IGHV3-74
True	424	D left	22	IGHD2-15
True	424	D right	22	IGHD2-15
True	424	J	22	IGHJ5
False	425	V	18	IGHV3-9
True	425	D left	18	IGHD5-12
True	425	D right	18	IGHD5-12
True	425	J	18	IGHJ4
True	426	V	15	IGHV3-11
True	426	D left	15	IGHD1-26
True	426	D right	15	IGHD1-26
True	426	J	15	IGHJ4
False	427	V	16	IGHV4-39
True	427	D left	16	IGHD6-19
True	427	D right	16	IGHD6-19
True	427	J	16	IGHJ4
True	428	V	792	IGHV3-53
True	428	D left	792	IGHD3-10
True	428	D right	792	IGHD3-10
True	428	J	792	IGHJ4
True	429	V	393	IGHV4-34
True	429	D left	393	IGHD6-19
True	429	D right	393	IGHD6-19
True	429	J	393	IGHJ4
True	430	V	160	IGHV4-34
True	430	D left	160	IGHD1-26
True	430	D right	160	IGHD1-26
True	430	J	160	IGHJ4
True	431	V	26	IGHV1-69
True	431	D left	26	IGHD6-13
True	431	D right	26	IGHD6-13
True	431	J	26	IGHJ6
True	432	V	26	IGHV1-8
True	432	D left	26	IGHD1-7
False	432	D right	26	IGHD1-7
True	432	J	26	IGHJ2
False	433	V	44	IGHV3-48
True	433	D left	44	IGHD6-19
True	433	D right	44	IGHD6-19
True	433	J	44	IGHJ6
False	434	V	188	IGHV4-34
True	434	D left	188	IGHD4-11
True	434	D right	188	IGHD4-11
True	435	V	36	IGHV4-39
True	435	D left	36	IGHD2/OR15-2b
True	435	D right	36	IGHD2/OR15-2b
False	435	J	36	IGHJ4
False	436	V	28	IGHV3-53
True	436	D left	28	IGHD3-16
True	436	D right	28	IGHD3-16
True	436	J	28	IGHJ5
False	437	V	9	IGHV1-2
True	437	D left	9	IGHD3-10
True	437	D right	9	IGHD3-10
True	437	J	9	IGHJ4
False	438	V	8	IGHV3-23
True	438	D left	8	IGHD2-21
True	438	D right	8	IGHD2-21
True	438	J	8	IGHJ4
False	439	V	22	IGHV3-30
