Clavage	N	Type	abundance	subject_id
True	8172	J	17	IGHJ6
False	8173	V	14	IGHV5-a
True	8173	D left	14	IGHD6-19
True	8173	D right	14	IGHD6-19
True	8173	J	14	IGHJ4
False	8174	V	26	IGHV4-39
True	8174	D left	26	IGHD3-10
True	8174	D right	26	IGHD3-10
False	8174	J	26	IGHJ5
False	8175	V	13	IGHV1-2
False	8175	D left	13	IGHD3-3
True	8175	D right	13	IGHD3-3
True	8175	J	13	IGHJ4
True	8176	V	65	IGHV1-18
False	8176	D left	65	IGHD3-3
True	8176	D right	65	IGHD3-3
False	8176	J	65	IGHJ5
False	8177	V	25	IGHV1-18
True	8177	D left	25	IGHD7-27
False	8177	D right	25	IGHD7-27
True	8177	J	25	IGHJ4
False	8178	V	13	IGHV3-30
True	8178	D left	13	IGHD4-23
False	8178	D right	13	IGHD4-23
True	8178	J	13	IGHJ5
True	8179	V	48	IGHV1-8
True	8179	D left	48	IGHD6-13
True	8179	D right	48	IGHD6-13
True	8179	J	48	IGHJ6
True	8180	V	15	IGHV5-51
True	8180	D left	15	IGHD5-5
False	8180	D right	15	IGHD5-5
True	8180	J	15	IGHJ4
False	8181	V	23	IGHV3-23
True	8181	D left	23	IGHD4-23
True	8181	D right	23	IGHD4-23
True	8181	J	23	IGHJ5
False	8182	V	7	IGHV4-34
True	8182	D left	7	IGHD3-10
True	8182	D right	7	IGHD3-10
True	8182	J	7	IGHJ4
True	8183	V	23	IGHV4-34
True	8183	D left	23	IGHD4-17
True	8183	D right	23	IGHD4-17
True	8183	J	23	IGHJ5
False	8184	V	8	IGHV3-30
True	8184	D left	8	IGHD2/OR15-2b
True	8184	D right	8	IGHD2/OR15-2b
False	8184	J	8	IGHJ5
True	8185	V	25	IGHV1-8
True	8185	D left	25	IGHD4-11
True	8185	D right	25	IGHD4-11
False	8185	J	25	IGHJ6
True	8186	V	53	IGHV5-51
True	8186	D left	53	IGHD3-16
True	8186	D right	53	IGHD3-16
True	8186	J	53	IGHJ4
False	8187	V	32	IGHV3-21
True	8187	D left	32	IGHD6-19
True	8187	D right	32	IGHD6-19
True	8187	J	32	IGHJ6
False	8188	V	6	IGHV3-21
True	8188	D left	6	IGHD6-6
True	8188	D right	6	IGHD6-6
True	8188	J	6	IGHJ4
False	8189	V	13	IGHV3-48
True	8189	D left	13	IGHD3-10
True	8189	D right	13	IGHD3-10
True	8189	J	13	IGHJ4
False	8190	V	13	IGHV1-24
True	8190	D left	13	IGHD1-26
False	8190	D right	13	IGHD1-26
False	8190	J	13	IGHJ4
True	8191	V	11	IGHV3-15
True	8191	D left	11	IGHD3-22
True	8191	D right	11	IGHD3-22
True	8191	J	11	IGHJ4
True	8192	V	6	IGHV3-53
True	8192	D left	6	IGHD6-19
False	8192	D right	6	IGHD6-19
False	8192	J	6	IGHJ4
True	8193	V	32	IGHV3-48
True	8193	D left	32	IGHD6-19
True	8193	D right	32	IGHD6-19
True	8193	J	32	IGHJ4
False	8194	V	15	IGHV3-30
True	8194	D left	15	IGHD1-26
True	8194	D right	15	IGHD1-26
True	8194	J	15	IGHJ6
False	8195	V	8	IGHV3-15
True	8195	D left	8	IGHD2-15
True	8195	D right	8	IGHD2-15
True	8195	J	8	IGHJ5
False	8196	V	41	IGHV4-39
True	8196	D left	41	IGHD2-21
True	8196	D right	41	IGHD2-21
True	8196	J	41	IGHJ4
True	8197	V	9	IGHV5-51
True	8197	D left	9	IGHD5-24
True	8197	D right	9	IGHD5-24
True	8197	J	9	IGHJ4
True	8198	V	25	IGHV3-49
True	8198	D left	25	IGHD6-13
True	8198	D right	25	IGHD6-13
True	8198	J	25	IGHJ2
True	8199	V	21	IGHV3-30-3
True	8199	D left	21	IGHD2-2
True	8199	D right	21	IGHD2-2
True	8199	J	21	IGHJ6
False	8200	V	34	IGHV3-30-3
False	8200	D left	34	IGHD2-8
True	8200	D right	34	IGHD2-8
True	8200	J	34	IGHJ4
True	8201	V	28	IGHV3-23
True	8201	D left	28	IGHD1-7
False	8201	D right	28	IGHD1-7
True	8201	J	28	IGHJ4
True	8202	V	21	IGHV4-39
True	8202	D left	21	IGHD3-10
True	8202	D right	21	IGHD3-10
True	8202	J	21	IGHJ1
True	8203	V	11	IGHV2-70
True	8203	D left	11	IGHD3-10
True	8203	D right	11	IGHD3-10
True	8203	J	11	IGHJ4
True	8204	V	23	IGHV4-39
False	8204	D left	23	IGHD3-16
True	8204	D right	23	IGHD3-16
True	8204	J	23	IGHJ5
True	8205	V	21	IGHV4-39
True	8205	D left	21	IGHD6-13
True	8205	D right	21	IGHD6-13
False	8205	J	21	IGHJ1
True	8206	V	23	IGHV4-59
True	8206	D left	23	IGHD3-10
True	8206	D right	23	IGHD3-10
True	8206	J	23	IGHJ6
False	8207	V	11	IGHV3-48
False	8207	D left	11	IGHD6-19
True	8207	D right	11	IGHD6-19
True	8207	J	11	IGHJ4
True	8208	V	11	IGHV3-23
True	8208	D left	11	IGHD2-21
True	8208	D right	11	IGHD2-21
False	8208	J	11	IGHJ4
False	8209	V	28	IGHV1-18
True	8209	D left	28	IGHD3-10
True	8209	D right	28	IGHD3-10
True	8209	J	28	IGHJ4
False	8210	V	9	IGHV1-18
True	8210	D left	9	IGHD2-21
True	8210	D right	9	IGHD2-21
True	8210	J	9	IGHJ6
False	8211	V	59	IGHV3-73
True	8211	D left	59	IGHD2-21
False	8211	D right	59	IGHD2-21
True	8211	J	59	IGHJ4
False	8212	V	10	IGHV5-51
True	8212	D left	10	IGHD1-26
True	8212	D right	10	IGHD1-26
True	8212	J	10	IGHJ5
False	8213	V	8	IGHV3-48
True	8213	D left	8	IGHD6-19
True	8213	D right	8	IGHD6-19
True	8213	J	8	IGHJ6
True	8214	V	9	IGHV3-11
True	8214	D left	9	IGHD7-27
True	8214	D right	9	IGHD7-27
True	8214	J	9	IGHJ5
True	8215	V	19	IGHV3-11
True	8215	D left	19	IGHD6-13
False	8215	D right	19	IGHD6-13
True	8215	J	19	IGHJ2
True	8216	V	11	IGHV4-39
True	8216	D left	11	IGHD1-26
False	8216	D right	11	IGHD1-26
True	8216	J	11	IGHJ4
False	8217	V	5	IGHV3-30
True	8217	D left	5	IGHD3-22
False	8217	D right	5	IGHD3-22
True	8217	J	5	IGHJ4
False	8218	V	19	IGHV3-30-3
True	8218	D left	19	IGHD6-6
False	8218	D right	19	IGHD6-6
True	8218	J	19	IGHJ4
False	8219	V	14	IGHV3-48
True	8219	D left	14	IGHD1-26
True	8219	D right	14	IGHD1-26
True	8219	J	14	IGHJ4
True	8220	V	9	IGHV3-53
True	8220	D left	9	IGHD3-16
True	8220	D right	9	IGHD3-16
True	8220	J	9	IGHJ4
True	8221	V	14	IGHV3-30
True	8221	D left	14	IGHD3-10
True	8221	D right	14	IGHD3-10
True	8221	J	14	IGHJ5
True	8222	V	17	IGHV3-23
True	8222	D left	17	IGHD3-9
True	8222	D right	17	IGHD3-9
True	8222	J	17	IGHJ4
True	8223	V	5	IGHV3-30
True	8223	D left	5	IGHD3-22
True	8223	D right	5	IGHD3-22
True	8223	J	5	IGHJ4
False	8224	V	10	IGHV3-9
True	8224	D left	10	IGHD2-8
True	8224	D right	10	IGHD2-8
False	8224	J	10	IGHJ4
False	8225	V	47	IGHV3-30
True	8225	D left	47	IGHD1-26
True	8225	D right	47	IGHD1-26
True	8225	J	47	IGHJ4
False	8226	V	20	IGHV1-24
True	8226	D left	20	IGHD4-17
False	8226	D right	20	IGHD4-17
False	8227	V	16	IGHV1-8
True	8227	D left	16	IGHD6-19
False	8227	D right	16	IGHD6-19
True	8227	J	16	IGHJ6
True	8228	V	17	IGHV3-48
True	8228	D left	17	IGHD2-21
True	8228	D right	17	IGHD2-21
True	8228	J	17	IGHJ6
False	8229	V	24	IGHV5-a
True	8229	D left	24	IGHD5-24
False	8229	D right	24	IGHD5-24
True	8229	J	24	IGHJ6
False	8230	V	15	IGHV3-33
True	8230	D left	15	IGHD3-9
True	8230	D right	15	IGHD3-9
True	8230	J	15	IGHJ2
True	8231	V	17	IGHV1-24
True	8231	D left	17	IGHD5-24
True	8231	D right	17	IGHD5-24
True	8231	J	17	IGHJ6
False	8232	V	13	IGHV4-39
False	8232	D left	13	IGHD6-13
True	8232	D right	13	IGHD6-13
True	8232	J	13	IGHJ4
False	8233	V	17	IGHV3-23
True	8233	D left	17	IGHD3-22
True	8233	D right	17	IGHD3-22
True	8233	J	17	IGHJ4
False	8234	V	8	IGHV3-23
True	8234	D left	8	IGHD3-3
True	8234	D right	8	IGHD3-3
True	8234	J	8	IGHJ5
True	8235	V	10	IGHV3-9
True	8235	D left	10	IGHD4-17
True	8235	D right	10	IGHD4-17
True	8235	J	10	IGHJ4
False	8236	V	32	IGHV3-30
True	8236	D left	32	IGHD4-17
False	8236	D right	32	IGHD4-17
True	8236	J	32	IGHJ6
False	8237	V	16	IGHV3-21
True	8237	D left	16	IGHD3-22
True	8237	D right	16	IGHD3-22
True	8237	J	16	IGHJ6
False	8238	V	25	IGHV3-9
True	8238	D left	25	IGHD6-19
True	8238	D right	25	IGHD6-19
True	8238	J	25	IGHJ4
True	8239	V	10	IGHV3-30
True	8239	D left	10	IGHD6-13
True	8239	D right	10	IGHD6-13
True	8239	J	10	IGHJ4
False	8240	V	19	IGHV4-59
True	8240	D left	19	IGHD4-17
False	8240	D right	19	IGHD4-17
True	8240	J	19	IGHJ4
False	8241	V	33	IGHV1-8
True	8241	D left	33	IGHD3/OR15-3b
True	8241	D right	33	IGHD3/OR15-3b
True	8241	J	33	IGHJ4
True	8242	V	10	IGHV3-23
True	8242	D left	10	IGHD6-19
True	8242	D right	10	IGHD6-19
True	8242	J	10	IGHJ4
False	8243	V	8	IGHV3-30-3
True	8243	D left	8	IGHD3-22
True	8243	D right	8	IGHD3-22
True	8243	J	8	IGHJ6
True	8244	V	26	IGHV4-34
True	8244	D left	26	IGHD3-10
True	8244	D right	26	IGHD3-10
False	8244	J	26	IGHJ4
True	8245	V	38	IGHV4-31
True	8245	D left	38	IGHD6-6
False	8245	D right	38	IGHD6-6
True	8245	J	38	IGHJ4
True	8246	V	18	IGHV3-49
True	8246	D left	18	IGHD1-7
False	8246	D right	18	IGHD1-7
True	8246	J	18	IGHJ4
True	8247	V	16	IGHV4-34
False	8247	D left	16	IGHD1-7
True	8247	D right	16	IGHD1-7
True	8247	J	16	IGHJ4
False	8248	V	38	IGHV4-34
True	8248	D left	38	IGHD6-19
True	8248	D right	38	IGHD6-19
True	8248	J	38	IGHJ4
True	8249	V	7	IGHV3-9
True	8249	D left	7	IGHD3-10
True	8249	D right	7	IGHD3-10
True	8249	J	7	IGHJ4
False	8250	V	32	IGHV4-34
True	8250	D left	32	IGHD3-22
True	8250	D right	32	IGHD3-22
True	8250	J	32	IGHJ5
True	8251	V	25	IGHV3-49
True	8251	D left	25	IGHD3-22
True	8251	D right	25	IGHD3-22
True	8251	J	25	IGHJ4
True	8252	V	21	IGHV5-51
True	8252	D left	21	IGHD3-10
True	8252	D right	21	IGHD3-10
True	8252	J	21	IGHJ4
True	8253	V	38	IGHV4-39
True	8253	D left	38	IGHD3-3
True	8253	D right	38	IGHD3-3
True	8253	J	38	IGHJ4
False	8254	V	10	IGHV3-30
True	8254	D left	10	IGHD2-8
True	8254	D right	10	IGHD2-8
True	8254	J	10	IGHJ2
True	8255	V	8	IGHV3-48
True	8255	D left	8	IGHD1-26
True	8255	D right	8	IGHD1-26
True	8255	J	8	IGHJ4
True	8256	V	20	IGHV3-11
True	8256	D left	20	IGHD2-21
True	8256	D right	20	IGHD2-21
False	8256	J	20	IGHJ4
False	8257	V	16	IGHV1-2
True	8257	D left	16	IGHD4-23
False	8257	D right	16	IGHD4-23
True	8257	J	16	IGHJ4
True	8258	V	15	IGHV3-30
True	8258	D left	15	IGHD2-15
False	8258	D right	15	IGHD2-15
True	8258	J	15	IGHJ4
False	8259	V	6	IGHV3-7
True	8259	D left	6	IGHD6-19
True	8259	D right	6	IGHD6-19
False	8259	J	6	IGHJ1
True	8260	V	14	IGHV4-4
True	8260	D left	14	IGHD1-26
True	8260	D right	14	IGHD1-26
True	8260	J	14	IGHJ6
False	8261	V	12	IGHV3-30
True	8261	D left	12	IGHD6-13
True	8261	D right	12	IGHD6-13
True	8261	J	12	IGHJ4
True	8262	V	14	IGHV4-39
True	8262	D left	14	IGHD6-13
True	8262	D right	14	IGHD6-13
False	8262	J	14	IGHJ6
True	8263	V	6	IGHV4-59
True	8263	D left	6	IGHD3-3
True	8263	D right	6	IGHD3-3
True	8263	J	6	IGHJ5
True	8264	V	21	IGHV3-23
True	8264	D left	21	IGHD4-23
True	8264	D right	21	IGHD4-23
True	8264	J	21	IGHJ4
False	8265	V	18	IGHV1-18
True	8265	D left	18	IGHD1-26
False	8265	D right	18	IGHD1-26
False	8265	J	18	IGHJ4
False	8266	V	34	IGHV4-39
True	8266	D left	34	IGHD3-22
True	8266	D right	34	IGHD3-22
True	8266	J	34	IGHJ5
True	8267	V	7	IGHV3-23
True	8267	D left	7	IGHD3-22
True	8267	D right	7	IGHD3-22
True	8267	J	7	IGHJ4
False	8268	V	38	IGHV3-15
True	8268	D left	38	IGHD6-13
True	8268	D right	38	IGHD6-13
True	8268	J	38	IGHJ4
False	8269	V	39	IGHV3-30-3
True	8269	D left	39	IGHD5-5
True	8269	D right	39	IGHD5-5
False	8269	J	39	IGHJ4
False	8270	V	29	IGHV3-13
True	8270	D left	29	IGHD3-22
False	8270	D right	29	IGHD3-22
False	8270	J	29	IGHJ1
True	8271	V	31	IGHV1-69
True	8271	D left	31	IGHD2-2
True	8271	D right	31	IGHD2-2
True	8271	J	31	IGHJ6
True	8272	V	10	IGHV4-39
True	8272	D left	10	IGHD3-10
True	8272	D right	10	IGHD3-10
True	8272	J	10	IGHJ6
False	8273	V	35	IGHV4-34
False	8273	D left	35	IGHD5-5
True	8273	D right	35	IGHD5-5
True	8273	J	35	IGHJ4
True	8274	V	20	IGHV5-51
True	8274	D left	20	IGHD1-26
False	8274	D right	20	IGHD1-26
True	8274	J	20	IGHJ4
True	8275	V	14	IGHV3-9
False	8275	D left	14	IGHD1-1
True	8275	D right	14	IGHD1-1
True	8275	J	14	IGHJ4
True	8276	V	52	IGHV4-39
True	8276	D left	52	IGHD3-10
True	8276	D right	52	IGHD3-10
True	8276	J	52	IGHJ4
True	8277	V	6	IGHV3-7
True	8277	D left	6	IGHD3-3
True	8277	D right	6	IGHD3-3
False	8277	J	6	IGHJ4
True	8278	V	6	IGHV1-3
True	8278	D left	6	IGHD5-12
True	8278	D right	6	IGHD5-12
True	8278	J	6	IGHJ4
True	8279	V	29	IGHV4-39
True	8279	D left	29	IGHD4-11
True	8279	D right	29	IGHD4-11
True	8279	J	29	IGHJ4
False	8280	V	12	IGHV3-15
True	8280	D left	12	IGHD2-8
True	8280	D right	12	IGHD2-8
True	8280	J	12	IGHJ6
True	8281	V	14	IGHV3-30
True	8281	D left	14	IGHD3-3
True	8281	D right	14	IGHD3-3
False	8282	V	27	IGHV1-3
True	8282	D left	27	IGHD5-5
True	8282	D right	27	IGHD5-5
True	8282	J	27	IGHJ4
True	8283	V	21	IGHV1-69
True	8283	D left	21	IGHD3-10
True	8283	D right	21	IGHD3-10
True	8283	J	21	IGHJ6
True	8284	V	37	IGHV3-53
True	8284	D left	37	IGHD6-13
True	8284	D right	37	IGHD6-13
True	8284	J	37	IGHJ2
True	8285	V	22	IGHV3-30
True	8285	D left	22	IGHD1-26
True	8285	D right	22	IGHD1-26
True	8285	J	22	IGHJ4
False	8286	V	70	IGHV1-18
True	8286	D left	70	IGHD2/OR15-2b
True	8286	D right	70	IGHD2/OR15-2b
True	8286	J	70	IGHJ6
True	8287	V	37	IGHV1-2
False	8287	D left	37	IGHD3-10
True	8287	D right	37	IGHD3-10
True	8287	J	37	IGHJ6
True	8288	V	81	IGHV4-30-2
True	8288	D left	81	IGHD1-26
True	8288	D right	81	IGHD1-26
True	8288	J	81	IGHJ4
True	8289	V	7	IGHV3-30
True	8289	D left	7	IGHD2-15
True	8289	D right	7	IGHD2-15
True	8289	J	7	IGHJ4
False	8290	V	24	IGHV2-5
True	8290	D left	24	IGHD3-10
True	8290	D right	24	IGHD3-10
True	8290	J	24	IGHJ4
True	8291	V	33	IGHV2-26
False	8291	D left	33	IGHD3-22
True	8291	D right	33	IGHD3-22
True	8291	J	33	IGHJ6
True	8292	V	31	IGHV4-39
True	8292	D left	31	IGHD6-13
True	8292	D right	31	IGHD6-13
True	8292	J	31	IGHJ2
True	8293	V	7	IGHV3-21
True	8293	D left	7	IGHD2-2
True	8293	D right	7	IGHD2-2
True	8293	J	7	IGHJ4
False	8294	V	37	IGHV3-48
True	8294	D left	37	IGHD1-26
True	8294	D right	37	IGHD1-26
True	8294	J	37	IGHJ6
True	8295	V	15	IGHV3-30
True	8295	D left	15	IGHD6-19
True	8295	D right	15	IGHD6-19
True	8295	J	15	IGHJ5
True	8296	V	20	IGHV4-34
True	8296	D left	20	IGHD6-19
False	8296	D right	20	IGHD6-19
True	8296	J	20	IGHJ4
False	8297	V	15	IGHV1-69
True	8297	D left	15	IGHD3-3
True	8297	D right	15	IGHD3-3
True	8297	J	15	IGHJ6
False	8298	V	26	IGHV3-9
True	8298	D left	26	IGHD2-2
True	8298	D right	26	IGHD2-2
True	8298	J	26	IGHJ4
False	8299	V	6	IGHV3-11
True	8299	D left	6	IGHD4-17
False	8299	D right	6	IGHD4-17
False	8299	J	6	IGHJ2
True	8300	V	64	IGHV1-18
True	8300	D left	64	IGHD3-22
True	8300	D right	64	IGHD3-22
True	8300	J	64	IGHJ4
True	8301	V	21	IGHV3-11
True	8301	D left	21	IGHD5-24
True	8301	D right	21	IGHD5-24
True	8301	J	21	IGHJ4
True	8302	V	95	IGHV4-59
True	8302	D left	95	IGHD3-22
True	8302	D right	95	IGHD3-22
True	8302	J	95	IGHJ4
True	8303	V	12	IGHV4-4
True	8303	D left	12	IGHD6-13
True	8303	D right	12	IGHD6-13
False	8303	J	12	IGHJ6
False	8304	V	37	IGHV1-69
False	8304	D left	37	IGHD5-5
True	8304	D right	37	IGHD5-5
True	8304	J	37	IGHJ6
True	8305	V	6	IGHV3-23
True	8305	D left	6	IGHD1-7
True	8305	D right	6	IGHD1-7
False	8305	J	6	IGHJ4
True	8306	V	22	IGHV4-61
True	8306	D left	22	IGHD3-10
True	8306	D right	22	IGHD3-10
True	8306	J	22	IGHJ4
True	8307	V	13	IGHV4-39
True	8307	D left	13	IGHD3-10
True	8307	D right	13	IGHD3-10
True	8307	J	13	IGHJ5
True	8308	V	31	IGHV4-31
True	8308	D left	31	IGHD5-24
True	8308	D right	31	IGHD5-24
True	8308	J	31	IGHJ4
False	8309	V	52	IGHV5-51
True	8309	D left	52	IGHD3-22
True	8309	D right	52	IGHD3-22
True	8309	J	52	IGHJ6
True	8310	V	17	IGHV3-7
True	8310	D left	17	IGHD3-16
True	8310	D right	17	IGHD3-16
False	8310	J	17	IGHJ4
True	8311	V	15	IGHV4-34
True	8311	D left	15	IGHD2-2
True	8311	D right	15	IGHD2-2
False	8311	J	15	IGHJ6
True	8312	V	33	IGHV3-30
True	8312	D left	33	IGHD6-13
True	8312	D right	33	IGHD6-13
False	8312	J	33	IGHJ4
True	8313	V	9	IGHV3-33
True	8313	D left	9	IGHD3-22
True	8313	D right	9	IGHD3-22
True	8313	J	9	IGHJ1
False	8314	V	6	IGHV3-49
False	8314	D left	6	IGHD4-17
True	8314	D right	6	IGHD4-17
True	8314	J	6	IGHJ4
True	8315	V	17	IGHV4-59
True	8315	D left	17	IGHD1-26
True	8315	D right	17	IGHD1-26
True	8315	J	17	IGHJ4
True	8316	V	9	IGHV5-51
True	8316	D left	9	IGHD6-6
True	8316	D right	9	IGHD6-6
True	8316	J	9	IGHJ4
True	8317	V	18	IGHV3-30
True	8317	D left	18	IGHD1-26
True	8317	D right	18	IGHD1-26
True	8317	J	18	IGHJ6
True	8318	V	33	IGHV4-55
False	8318	D left	33	IGHD2-8
True	8318	D right	33	IGHD2-8
True	8318	J	33	IGHJ6
True	8319	V	21	IGHV3-23
False	8319	D left	21	IGHD6-19
True	8319	D right	21	IGHD6-19
True	8319	J	21	IGHJ5
False	8320	V	7	IGHV3-30
True	8320	D left	7	IGHD3-10
True	8320	D right	7	IGHD3-10
True	8320	J	7	IGHJ6
False	8321	V	18	IGHV3-23
True	8321	D left	18	IGHD3-22
True	8321	D right	18	IGHD3-22
True	8321	J	18	IGHJ4
True	8322	V	11	IGHV3-23
True	8322	D left	11	IGHD3-9
True	8322	D right	11	IGHD3-9
True	8322	J	11	IGHJ5
True	8323	V	8	IGHV3-7
True	8323	D left	8	IGHD5-5
True	8323	D right	8	IGHD5-5
True	8323	J	8	IGHJ4
False	8324	V	18	IGHV4-59
False	8324	D left	18	IGHD5-5
True	8324	D right	18	IGHD5-5
False	8324	J	18	IGHJ4
True	8325	V	23	IGHV1-18
True	8325	D left	23	IGHD3-22
True	8325	D right	23	IGHD3-22
True	8325	J	23	IGHJ4
False	8326	V	13	IGHV4-b
True	8326	D left	13	IGHD3-22
True	8326	D right	13	IGHD3-22
True	8326	J	13	IGHJ4
False	8327	V	12	IGHV3-23
True	8327	D left	12	IGHD6-6
True	8327	D right	12	IGHD6-6
True	8327	J	12	IGHJ6
True	8328	V	16	IGHV5-51
True	8328	D left	16	IGHD2-2
True	8328	D right	16	IGHD2-2
True	8328	J	16	IGHJ6
False	8329	V	34	IGHV4-b
True	8329	D left	34	IGHD1-26
True	8329	D right	34	IGHD1-26
True	8329	J	34	IGHJ4
False	8330	V	45	IGHV1-2
True	8330	D left	45	IGHD1-20
True	8330	D right	45	IGHD1-20
False	8330	J	45	IGHJ5
False	8331	V	19	IGHV3-48
True	8331	D left	19	IGHD6-19
False	8331	D right	19	IGHD6-19
True	8331	J	19	IGHJ4
True	8332	V	66	IGHV4-34
False	8332	D left	66	IGHD7-27
True	8332	D right	66	IGHD7-27
True	8332	J	66	IGHJ4
True	8333	V	19	IGHV4-34
True	8333	D left	19	IGHD1-26
False	8333	D right	19	IGHD1-26
True	8333	J	19	IGHJ4
False	8334	V	15	IGHV3-30-3
True	8334	D left	15	IGHD3-10
True	8334	D right	15	IGHD3-10
True	8334	J	15	IGHJ4
False	8335	V	33	IGHV3-21
True	8335	D left	33	IGHD3/OR15-3b
True	8335	D right	33	IGHD3/OR15-3b
True	8335	J	33	IGHJ2
True	8336	V	9	IGHV1-3
True	8336	D left	9	IGHD3-10
True	8336	D right	9	IGHD3-10
True	8336	J	9	IGHJ4
False	8337	V	11	IGHV4-39
True	8337	D left	11	IGHD7-27
True	8337	D right	11	IGHD7-27
True	8337	J	11	IGHJ4
True	8338	V	10	IGHV3-23
True	8338	D left	10	IGHD6-25
False	8338	D right	10	IGHD6-25
True	8338	J	10	IGHJ2
True	8339	V	10	IGHV1-69
True	8339	D left	10	IGHD3-22
True	8339	D right	10	IGHD3-22
True	8339	J	10	IGHJ5
False	8340	V	62	IGHV1-2
True	8340	D left	62	IGHD5-5
False	8340	D right	62	IGHD5-5
True	8340	J	62	IGHJ6
False	8341	V	40	IGHV1-18
True	8341	D left	40	IGHD5-24
True	8341	D right	40	IGHD5-24
True	8341	J	40	IGHJ6
False	8342	V	27	IGHV1-18
True	8342	D left	27	IGHD4-23
True	8342	D right	27	IGHD4-23
True	8342	J	27	IGHJ4
True	8343	V	14	IGHV3-48
False	8343	J	14	IGHJ1
False	8344	V	9	IGHV4-34
False	8344	D left	9	IGHD3-22
True	8344	D right	9	IGHD3-22
False	8344	J	9	IGHJ4
True	8345	V	90	IGHV4-59
True	8345	D left	90	IGHD3-16
True	8345	D right	90	IGHD3-16
True	8345	J	90	IGHJ6
True	8346	V	30	IGHV3-64
True	8346	D left	30	IGHD2-15
True	8346	D right	30	IGHD2-15
True	8346	J	30	IGHJ6
True	8347	V	9	IGHV3-23
False	8347	D left	9	IGHD2-21
True	8347	D right	9	IGHD2-21
True	8347	J	9	IGHJ2
False	8348	V	15	IGHV4-34
False	8348	J	15	IGHJ6
True	8349	V	35	IGHV1-69
True	8349	D left	35	IGHD6-6
True	8349	D right	35	IGHD6-6
True	8349	J	35	IGHJ6
False	8350	V	15	IGHV4-39
True	8350	D left	15	IGHD6-19
True	8350	D right	15	IGHD6-19
True	8350	J	15	IGHJ6
False	8351	V	15	IGHV3-9
True	8351	D left	15	IGHD6-13
True	8351	D right	15	IGHD6-13
True	8351	J	15	IGHJ2
True	8352	V	23	IGHV3-23
True	8352	D left	23	IGHD1-26
True	8352	D right	23	IGHD1-26
True	8352	J	23	IGHJ4
False	8353	V	7	IGHV3-23
True	8353	D left	7	IGHD5-24
True	8353	D right	7	IGHD5-24
True	8353	J	7	IGHJ6
False	8354	V	16	IGHV3-7
True	8354	D left	16	IGHD7-27
False	8354	D right	16	IGHD7-27
True	8354	J	16	IGHJ6
True	8355	V	20	IGHV3-21
True	8355	D left	20	IGHD3-3
True	8355	D right	20	IGHD3-3
True	8355	J	20	IGHJ4
True	8356	V	15	IGHV3-53
False	8356	D left	15	IGHD3-22
True	8356	D right	15	IGHD3-22
True	8356	J	15	IGHJ5
True	8357	V	18	IGHV4-39
True	8357	D left	18	IGHD3-3
True	8357	D right	18	IGHD3-3
True	8357	J	18	IGHJ4
False	8358	V	26	IGHV3-15
True	8358	D left	26	IGHD1-26
True	8358	D right	26	IGHD1-26
True	8358	J	26	IGHJ5
True	8359	V	8	IGHV3-21
True	8359	D left	8	IGHD1-14
True	8359	D right	8	IGHD1-14
True	8359	J	8	IGHJ4
False	8360	V	17	IGHV4-34
True	8360	D left	17	IGHD3-22
False	8360	D right	17	IGHD3-22
True	8360	J	17	IGHJ4
False	8361	V	35	IGHV1-2
True	8361	D left	35	IGHD3-10
True	8361	D right	35	IGHD3-10
True	8361	J	35	IGHJ5
True	8362	V	7	IGHV3-23
True	8362	D left	7	IGHD6-13
False	8362	D right	7	IGHD6-13
True	8362	J	7	IGHJ6
True	8363	V	20	IGHV1-69
True	8363	D left	20	IGHD3-10
True	8363	D right	20	IGHD3-10
True	8363	J	20	IGHJ6
True	8364	V	8	IGHV1-69
True	8364	D left	8	IGHD3-3
True	8364	D right	8	IGHD3-3
True	8364	J	8	IGHJ4
False	8365	V	22	IGHV1-18
True	8365	D left	22	IGHD4-17
False	8365	D right	22	IGHD4-17
True	8365	J	22	IGHJ6
False	8366	V	31	IGHV3-66
True	8366	D left	31	IGHD6-19
False	8366	D right	31	IGHD6-19
True	8366	J	31	IGHJ5
True	8367	V	6	IGHV4-39
True	8367	D left	6	IGHD3-16
True	8367	D right	6	IGHD3-16
True	8367	J	6	IGHJ5
False	8368	V	23	IGHV3-7
True	8368	D left	23	IGHD6-13
True	8368	D right	23	IGHD6-13
True	8368	J	23	IGHJ6
False	8369	V	21	IGHV4-39
True	8369	D left	21	IGHD5-5
True	8369	D right	21	IGHD5-5
False	8369	J	21	IGHJ2
True	8370	V	69	IGHV3-30-3
True	8370	D left	69	IGHD1-26
True	8370	D right	69	IGHD1-26
True	8370	J	69	IGHJ6
True	8371	V	8	IGHV3-11
False	8371	D left	8	IGHD5-5
True	8371	D right	8	IGHD5-5
True	8371	J	8	IGHJ4
True	8372	V	28	IGHV3-73
True	8372	D left	28	IGHD3-10
True	8372	D right	28	IGHD3-10
True	8372	J	28	IGHJ5
False	8373	V	56	IGHV3-23
True	8373	D left	56	IGHD6-13
True	8373	D right	56	IGHD6-13
True	8373	J	56	IGHJ6
False	8374	V	16	IGHV3-33
True	8374	D left	16	IGHD1-20
True	8374	D right	16	IGHD1-20
True	8374	J	16	IGHJ4
True	8375	V	16	IGHV3-23
True	8375	D left	16	IGHD6-6
True	8375	D right	16	IGHD6-6
True	8375	J	16	IGHJ5
